All hps: 2021-01-16 21:37:39 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=16 p=0.06 n_iter=10000
finish load victim model
Clean accuracy: 95.97%
1: acc=63.69% acc_corr=66.36% avg#q_ae=1.07 med#q=1.0, avg_margin=2.64 (n_ex=9597, eps=0.063, 4.73s)
6135: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.81s)
6136: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.81s)
6137: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.81s)
6138: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.82s)
6139: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.82s)
6140: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.83s)
6141: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.83s)
6142: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.84s)
6143: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.84s)
6144: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.85s)
6145: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.85s)
6146: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.85s)
6147: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.86s)
6148: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.86s)
6149: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.87s)
6150: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.87s)
6151: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.88s)
6152: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.88s)
6153: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.89s)
6154: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.89s)
6155: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.89s)
6156: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.90s)
6157: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.90s)
6158: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.91s)
6159: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.91s)
6160: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.92s)
6161: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.92s)
6162: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.93s)
6163: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.93s)
6164: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.93s)
6165: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.94s)
6166: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.94s)
6167: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.95s)
6168: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.95s)
6169: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.96s)
6170: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.96s)
6171: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.97s)
6172: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.97s)
6173: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.97s)
6174: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.98s)
6175: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.98s)
6176: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.99s)
6177: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 397.99s)
6178: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.00s)
6179: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.00s)
6180: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.00s)
6181: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.01s)
6182: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.01s)
6183: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.02s)
6184: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.02s)
6185: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.03s)
6186: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.03s)
6187: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.03s)
6188: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.04s)
6189: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.04s)
6190: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.05s)
6191: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.05s)
6192: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.06s)
6193: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.06s)
6194: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.06s)
6195: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.07s)
6196: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.07s)
6197: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.08s)
6198: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.08s)
6199: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.09s)
6200: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.09s)
6201: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.09s)
6202: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.10s)
6203: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.10s)
6204: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.11s)
6205: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.11s)
6206: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.12s)
6207: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.12s)
6208: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.13s)
6209: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.13s)
6210: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.13s)
6211: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.14s)
6212: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.14s)
6213: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.15s)
6214: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.15s)
6215: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.16s)
6216: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.16s)
6217: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.16s)
6218: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.17s)
6219: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.17s)
6220: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.18s)
6221: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.18s)
6222: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.19s)
6223: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.19s)
6224: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.20s)
6225: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.20s)
6226: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.20s)
6227: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.21s)
6228: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.21s)
6229: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.22s)
6230: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.22s)
6231: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.23s)
6232: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.23s)
6233: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.23s)
6234: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.24s)
6235: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.24s)
6236: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.25s)
6237: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.25s)
6238: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.26s)
6239: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.26s)
6240: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.26s)
6241: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.27s)
6242: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.27s)
6243: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.28s)
6244: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.28s)
6245: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.29s)
6246: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.29s)
6247: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.30s)
6248: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.30s)
6249: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.30s)
6250: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.31s)
6251: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.31s)
6252: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.32s)
6253: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.32s)
6254: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.33s)
6255: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.33s)
6256: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.33s)
6257: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.34s)
6258: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.34s)
6259: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.35s)
6260: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.35s)
6261: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.36s)
6262: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.36s)
6263: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.36s)
6264: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.37s)
6265: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.37s)
6266: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.38s)
6267: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.38s)
6268: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.39s)
6269: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.39s)
6270: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.40s)
6271: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.40s)
6272: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.40s)
6273: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.41s)
6274: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.41s)
6275: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.42s)
6276: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.42s)
6277: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.43s)
6278: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.43s)
6279: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.43s)
6280: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.44s)
6281: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.44s)
6282: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.45s)
6283: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.45s)
6284: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.46s)
6285: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.46s)
6286: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.47s)
6287: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.47s)
6288: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.47s)
6289: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.48s)
6290: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.48s)
6291: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.49s)
6292: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.49s)
6293: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.50s)
6294: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.50s)
6295: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.50s)
6296: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.51s)
6297: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.51s)
6298: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.52s)
6299: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.52s)
6300: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.53s)
6301: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.53s)
6302: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.54s)
6303: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.54s)
6304: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.54s)
6305: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.55s)
6306: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.55s)
6307: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.56s)
6308: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.56s)
6309: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.57s)
6310: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.57s)
6311: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.58s)
6312: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.58s)
6313: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.58s)
6314: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.59s)
6315: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.59s)
6316: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.60s)
6317: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.60s)
6318: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.61s)
6319: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.61s)
6320: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 398.62s)
